iter	RMSE
239	90.51096768
240	90.29296599
241	89.22186332
242	88.04362775
243	86.87986781
244	85.99700979
245	84.98827667
246	84.81525409
247	84.6401594
248	84.45970569
249	84.29511922
250	84.12278807
251	83.95347997
252	83.79196951
253	83.63489374
254	83.40722751
255	83.24705324
256	82.26023595
257	82.06672671
258	81.23222893
259	81.04453566
260	80.2079445
261	80.0686911
262	79.86414282
263	78.91717
264	78.32370665
265	77.62571235
266	76.73872482
267	76.50693614
268	75.6491026
269	74.98776304
270	74.82456982
271	74.02316294
272	73.89080968
273	73.67949005
274	73.52734523
275	72.92288235
276	72.77546541
277	72.61173524
278	71.84761022
279	71.70166554
280	71.25345293
281	70.72688417
282	70.61747945
283	70.15067979
284	70.03546355
285	69.8988022
286	69.78815712
287	69.09457106
288	68.40088139
289	68.29356214
290	67.86815319
291	67.76361372
292	66.98276487
293	66.83432413
294	66.71186125
295	66.62041388
296	66.52355075
297	65.88157478
298	65.38177719
299	64.84981376
300	64.72850908
301	64.64332901
302	63.94690836
303	63.50232382
304	63.41340337
305	63.32624326
306	62.73013282
307	62.63935212
308	62.3358082
309	62.24731823
310	61.85301205
311	61.76679302
312	61.486361
313	61.41317876
314	60.94252422
315	60.57903262
316	60.21195811
317	59.9164879
318	59.55779757
319	59.47716258
320	59.02656416
321	58.56256342
322	58.11983548
323	57.68068258
324	57.38832001
325	57.10405163
326	56.87022751
327	56.42550811
328	56.34967317
329	56.06886529
330	55.58913204
331	55.516101
332	55.26321794
333	55.02747652
334	54.627487
335	54.53836322
336	54.19687656
337	54.12820399
338	54.06534863
339	53.79448214
340	53.73319855
341	53.67771777
342	53.34619884
343	53.10344071
344	53.04465738
345	52.99176425
346	52.9350078
347	52.88378775
348	52.60542164
349	52.33862128
350	51.95651672
351	51.59827662
352	51.53989402
353	51.22784396
354	51.17584325
355	51.12922504
356	50.88855928
357	50.64132984
358	50.38404715
359	50.15848597
360	49.87580868
361	49.58474814
362	49.3396578
363	49.0290964
364	48.76606524
365	48.54189579
366	48.24718716
367	47.98154705
368	47.68679324
369	47.42124351
370	47.21038414
371	47.00805125
372	46.80777134
373	46.63171976
374	46.57983437
375	46.38175727
376	46.13206958
377	46.06983158
378	45.91656562
379	45.67545503
380	45.48369082
381	45.4328575
382	45.20542523
383	45.0173302
384	44.83441147
385	44.75176098
386	44.63337272
387	44.53493415
388	44.49224749
389	44.30618964
390	44.26465394
391	44.14469607
392	44.09161064
393	44.04670181
394	43.89700278
395	43.85028791
396	43.68214988
397	43.5223595
398	43.24086221
399	43.14413464
400	42.97577429
401	42.93444543
402	42.903305
403	42.77803495
404	42.73630691
405	42.69735125
406	42.5138511
407	42.48413485
408	42.29320012
409	42.04751125
410	42.0194466
411	41.99186587
412	41.95541335
413	41.70170784
414	41.49316795
415	41.31247698
416	41.28471465
417	41.13363215
418	40.99555521
419	40.9686456
420	40.74189025
421	40.61872746
422	40.58515731
423	40.48455208
424	40.3332798
425	40.30067192
426	40.26882908
427	40.24368209
428	40.21283591
429	40.0678625
430	39.83473864
431	39.81066004
432	39.62450883
433	39.46448586
434	39.29163433
435	39.06957642
436	38.89177169
437	38.69325525
438	38.51151566
439	38.30773894
440	38.17818256
441	38.05432645
442	37.86164477
443	37.67396489
444	37.52394406
445	37.38637884
446	37.23190722
447	37.09256821
448	37.06918113
449	36.94462419
450	36.86618939
451	36.84442014
452	36.82305862
453	36.71061478
454	36.68959003
455	36.66854007
456	36.55445801
457	36.53250337
458	36.51014311
459	36.33353425
460	36.31270237
461	36.17143878
462	36.04130552
463	36.02093452
464	35.87915201
465	35.75386637
466	35.58787653
467	35.48200522
468	35.33220266
469	35.19683517
470	35.06832437
471	35.04918309
472	35.02920838
473	34.93043378
474	34.91183519
475	34.89326565
476	34.87484496
477	34.85132985
478	34.77073139
479	34.75143985
480	34.73257498
481	34.61255781
482	34.51163983
483	34.38044589
484	34.30005928
485	34.28200798
486	34.26329029
487	34.24494214
488	34.11445617
489	34.01432863
490	33.99612955
491	33.97369551
492	33.95171102
493	33.93460292
494	33.85770972
495	33.83635401
496	33.8194781
497	33.71569672
498	33.69902115
499	33.67822039
500	33.66169757
501	33.54621373
502	33.47500117
503	33.45857108
504	33.33455539
505	33.31836581
506	33.24022423
507	33.2240314
508	33.13512175
509	33.11737493
510	33.10141019
511	33.08556074
512	33.00272216
513	32.98687255
514	32.97124396
515	32.95570826
516	32.84839683
517	32.83293642
518	32.74361896
519	32.72831275
520	32.71271511
521	32.59333835
522	32.57821506
523	32.5116441
524	32.4966644
525	32.40213915
526	32.38730869
527	32.3726251
528	32.35778765
529	32.2139971
530	32.19950083
531	32.06797903
532	32.05319712
533	32.03891107
534	31.96481675
535	31.83726223
536	31.81649581
537	31.71671882
538	31.70229239
539	31.68799956
540	31.5954323
541	31.58123097
542	31.56719812
543	31.55329933
544	31.44161963
545	31.31108241
546	31.29718885
547	31.28345422
548	31.26985937
549	31.25636566
550	31.23851432
551	31.13260775
552	31.06035944
553	30.95681533
554	30.94331467
555	30.83464723
556	30.80016707
557	30.70908408
558	30.69561344
559	30.58072091
560	30.5150998
561	30.50178372
562	30.4886252
563	30.45615047
564	30.4430929
565	30.42982227
566	30.41694878
567	30.28264543
568	30.19577404
569	30.18282848
570	30.1699898
571	30.1517889
572	30.13904635
573	30.12608981
574	30.11322799
575	29.96248432
576	29.87988954
577	29.86721803
578	29.73381214
579	29.64504943
580	29.63244129
581	29.61998278
582	29.53716523
583	29.52442664
584	29.43016937
585	29.41775094
586	29.40548636
587	29.31548409
588	29.23376901
589	29.22132847
590	29.12339904
591	29.1087023
592	29.09667189
593	29.08474891
594	28.95862253
595	28.9467384
596	28.92291112
597	28.91088873
598	28.8992114
599	28.87569606
600	28.8065928
601	28.76349121
602	28.67253768
603	28.66084095
604	28.59292022
605	28.58032752
606	28.56884221
607	28.55650836
608	28.48971415
609	28.47834348
610	28.46652213
611	28.4099682
612	28.33321305
613	28.32061163
614	28.29117142
615	28.27956595
616	28.21396924
617	28.20195761
618	28.10581777
619	28.04290423
620	28.03161458
621	27.95505124
622	27.93309759
623	27.92199912
624	27.83213786
625	27.77232777
626	27.69954214
627	27.68845654
628	27.67736647
629	27.65821504
630	27.6473416
631	27.62781767
632	27.58718146
633	27.51279103
634	27.50173641
635	27.49110618
636	27.48050145
637	27.41208936
638	27.3481849
639	27.26734253
640	27.25692792
641	27.2147988
642	27.2043784
643	27.18547648
644	27.10415124
645	27.03908804
646	26.98283185
647	26.91773647
648	26.90737269
649	26.89551845
650	26.88506479
651	26.79409951
652	26.72560475
653	26.7138775
654	26.70351473
655	26.64343315
656	26.63195436
657	26.59392406
658	26.52848726
659	26.51738025
660	26.50735053
661	26.43299906
662	26.42286638
663	26.35448487
664	26.34456717
665	26.32859913
666	26.2443914
667	26.18286955
668	26.12907638
669	26.11917413
670	26.10837327
671	26.09855709
672	26.02110637
673	26.01053525
674	25.89597496
675	25.82760018
676	25.78093442
677	25.77102436
678	25.76131723
679	25.65964719
680	25.64994839
681	25.64041041
682	25.62155618
683	25.61205804
684	25.60266557
685	25.59335266
686	25.58340425
687	25.53023084
688	25.50512727
689	25.44572038
690	25.43633683
691	25.42711668
692	25.41791008
693	25.36054
694	25.35133622
695	25.34222032
696	25.32498196
697	25.29607012
698	25.24431014
699	25.23523234
700	25.16235668
701	25.15328943
702	25.09408386
703	25.00755473
704	24.99815311
705	24.9515021
706	24.88598114
707	24.87652814
708	24.8672403
709	24.84729587
710	24.82523037
711	24.81634803
712	24.80753466
713	24.73449618
714	24.72571744
715	24.71266135
716	24.62317312
717	24.6144353
718	24.6056714
719	24.57639446
720	24.5286924
721	24.44381848
722	24.43465965
723	24.42607755
724	24.35919139
725	24.31786938
726	24.30357186
727	24.2950237
728	24.2864224
729	24.21561235
730	24.20702928
731	24.19796998
732	24.16218026
733	24.15385027
734	24.14556179
735	24.13733004
736	24.055239
737	23.97253288
738	23.96429625
739	23.93823529
740	23.90085606
741	23.88013925
742	23.82031082
743	23.76725305
744	23.71207271
745	23.70318361
746	23.63937959
747	23.63116163
748	23.62249417
749	23.61382466
750	23.6053216
751	23.52351715
752	23.5150874
753	23.44007816
754	23.42686457
755	23.40497819
756	23.3968821
757	23.38892507
758	23.38067902
759	23.37273384
760	23.3416371
761	23.33349334
762	23.32560465
763	23.27655278
764	23.22101562
765	23.21280506
766	23.2049558
767	23.17856052
768	23.17077093
769	23.16303277
770	23.15536249
771	23.07980556
772	23.07215436
773	23.06448988
774	23.05649779
775	23.04406476
776	22.95054792
777	22.94250718
778	22.9346865
779	22.92701853
780	22.87600993
781	22.86356956
782	22.80632853
783	22.79867878
784	22.79113759
785	22.74178022
786	22.71020599
787	22.65684906
788	22.62971817
789	22.58760979
790	22.58003431
791	22.55837011
792	22.55077736
793	22.54320491
794	22.53583268
795	22.46194092
796	22.45462581
797	22.4287448
798	22.42148639
799	22.41428621
800	22.40716083
801	22.35383917
802	22.31280317
803	22.27727604
804	22.27017543
805	22.24544251
806	22.17633891
807	22.16926982
808	22.11763787
809	22.11057049
810	22.04252878
811	22.03554228
812	22.02451958
813	22.01755431
814	21.99987273
815	21.99298091
816	21.98585141
817	21.97908517
818	21.97202932
819	21.96187702
820	21.89352688
821	21.88648412
822	21.86982685
823	21.8030822
824	21.79593221
825	21.78924567
826	21.7823169
827	21.77565889
828	21.69547127
829	21.68853058
830	21.68196602
831	21.67515901
832	21.66864753
833	21.66187778
834	21.65507915
835	21.64546954
836	21.63873719
837	21.63234552
838	21.6256155
839	21.57028119
840	21.52355136
841	21.51710671
842	21.46343335
843	21.45670707
844	21.40141729
845	21.39104848
846	21.38430676
847	21.33713463
848	21.33044846
849	21.26728347
850	21.26050828
851	21.25385691
852	21.24350556
853	21.19206469
854	21.16109944
855	21.15450246
856	21.14787916
857	21.09711865
858	21.09053223
859	21.08392792
860	21.07464796
861	21.06809295
862	21.06156955
863	21.05506305
864	21.03369457
865	20.99064078
866	20.98416011
867	20.94638516
868	20.93992514
869	20.93345741
870	20.92706558
871	20.92070622
872	20.87650109
873	20.87013042
874	20.86379787
875	20.80200382
876	20.79563039
877	20.75788001
878	20.75156261
879	20.68694107
880	20.68067084
881	20.67443651
882	20.66817938
883	20.66163572
884	20.5884827
885	20.58177652
886	20.57561945
887	20.52330022
888	20.51699451
889	20.45865734
890	20.42844209
891	20.42219811
892	20.4160179
893	20.40993965
894	20.40387283
895	20.37452891
896	20.34651932
897	20.34044124
898	20.33414826
899	20.32810144
900	20.3218407
901	20.29425943
902	20.28826162
903	20.28209316
904	20.26907809
905	20.26298337
906	20.25709543
907	20.243208
908	20.19859301
909	20.19262139
910	20.18670033
911	20.17752476
912	20.16785165
913	20.16213667
914	20.15626331
915	20.15041266
916	20.14502649
917	20.13908816
918	20.13326812
919	20.07796964
920	20.07214693
921	20.0665702
922	20.0034118
923	19.99757703
924	19.99208254
925	19.98633589
926	19.98056603
927	19.97516821
928	19.92175193
929	19.91602608
930	19.91030594
931	19.86095165
932	19.80444265
933	19.7692775
934	19.76377967
935	19.74574318
936	19.70001192
937	19.69429804
938	19.68888078
939	19.68350432
940	19.67786634
941	19.67224228
942	19.6666334
943	19.66103912
944	19.65573889
945	19.6459928
946	19.6403705
947	19.58742596
948	19.56169962
949	19.50833863
950	19.50306982
951	19.49793404
952	19.48755527
953	19.4372676
954	19.37776346
955	19.37215976
956	19.36692765
957	19.36139303
958	19.35626537
959	19.35108385
960	19.34562644
961	19.34018974
962	19.3064213
963	19.29718752
964	19.25392741
965	19.21801876
966	19.21249826
967	19.20700185
968	19.16487643
969	19.1356997
970	19.13063969
971	19.12556621
972	19.07335103
973	19.06792939
974	19.04261727
975	19.03720421
976	19.03184427
977	18.99670935
978	18.99170379
979	18.9867294
980	18.98205975
981	18.97716518
982	18.9723105
983	18.96705276
984	18.96205064
985	18.92318244
986	18.87506655
987	18.87081628
988	18.84116264
989	18.83589181
990	18.83065968
991	18.80290745
992	18.73981902
993	18.73523695
994	18.73020904
995	18.69083738
996	18.68560884
997	18.66052919
998	18.61184862
999	18.60663614
